School_Name,School_Type,Longitude,Latitude,Address_Town,Address_Postcode,Region_Name,LGA_Name,LGA_ID
Naranga School,Special,145.163,-38.14716,Frankston,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
Kent Park Primary School,Primary,145.26273,-37.88349,Ferntree Gully,3156,NORTH-EASTERN VICTORIA,Knox (C),367
Deer Park North Primary School,Primary,144.77403,-37.75614,Deer Park,3023,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Rosewood Downs Primary School,Primary,145.21346,-37.94411,Dandenong North,3175,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Mooroopna Park Primary School,Primary,145.34594,-36.3801,Mooroopna,3629,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Coburn Primary School,Primary,144.57266,-37.69487,Melton South,3338,SOUTH-WESTERN VICTORIA,Melton (C),465
Manorvale Primary School,Primary,144.64389,-37.89406,Werribee,3030,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Gladstone Views Primary School,Primary,144.89837,-37.68901,Gladstone Park,3043,NORTH-WESTERN VICTORIA,Hume (C),327
Wheelers Hill Primary School,Primary,145.17759,-37.90017,Wheelers Hill,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Ashwood School,Special,145.10716,-37.85966,Ashwood,3147,NORTH-EASTERN VICTORIA,Monash (C),497
Broadmeadows Valley Primary School,Primary,144.9141,-37.6814,Broadmeadows,3047,NORTH-WESTERN VICTORIA,Hume (C),327
Bulleen Heights School,Special,145.09506,-37.76329,Bulleen,3105,NORTH-EASTERN VICTORIA,Manningham (C),421
Kingston Heath Primary School,Primary,145.07907,-37.96278,Cheltenham,3192,SOUTH-EASTERN VICTORIA,Kingston (C),343
Andersons Creek Primary School,Primary,145.20768,-37.74822,Warrandyte,3113,NORTH-EASTERN VICTORIA,Manningham (C),421
Waverley Meadows Primary School,Primary,145.18428,-37.91475,Wheelers Hill,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Kingswood Primary School,Primary,145.1238,-37.983,Dingley Village,3172,SOUTH-EASTERN VICTORIA,Kingston (C),343
Ascot Vale Heights School,Special,144.93236,-37.77682,Ascot Vale,3032,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Camelot Rise Primary School,Primary,145.18777,-37.86528,Glen Waverley,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Livingstone Primary School,Primary,145.18067,-37.85289,Vermont South,3133,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Churchill North Primary School,Primary,146.41695,-38.30464,Churchill,3842,SOUTH-EASTERN VICTORIA,Latrobe (C),381
St Albans Meadows Primary School,Primary,144.81778,-37.75337,St Albans,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Silverton Primary School,Primary,145.19288,-37.94923,Noble Park North,3174,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Kalinda Primary School,Primary,145.25483,-37.7893,Ringwood,3134,NORTH-EASTERN VICTORIA,Maroondah (C),441
Whittington Primary School,Primary,144.39501,-38.17815,Whittington,3219,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Coldstream Primary School,Primary,145.38271,-37.73256,Coldstream,3770,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Templestowe Park Primary School,Primary,145.14326,-37.75627,Templestowe,3106,NORTH-EASTERN VICTORIA,Manningham (C),421
River Gum Primary School,Primary,145.26051,-38.03465,Hampton Park,3976,SOUTH-EASTERN VICTORIA,Casey (C),161
Regency Park Primary School,Primary,145.23616,-37.85487,Wantirna,3152,NORTH-EASTERN VICTORIA,Knox (C),367
Dorset Primary School,Primary,145.28575,-37.81008,Croydon,3136,NORTH-EASTERN VICTORIA,Maroondah (C),441
Eastbourne Primary School,Primary,144.8835,-38.37376,Capel Sound,3940,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Thomastown Meadows Primary School,Primary,144.9931,-37.68259,Thomastown,3074,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Kingsley Park Primary School,Primary,145.1557,-38.16808,Frankston,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
James Cook Primary School,Primary,145.24585,-37.97906,Endeavour Hills,3802,SOUTH-EASTERN VICTORIA,Casey (C),161
Movelle Primary School,Primary,144.77536,-37.73771,KINGS PARK,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Mount Eliza North Primary School,Primary,145.10054,-38.1884,Mount Eliza,3930,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Melrose Primary School,Primary,146.86142,-36.1305,West Wodonga,3690,NORTH-EASTERN VICTORIA,Wodonga (C),717
Yarrabah School,Special,145.09669,-38.01399,Aspendale,3195,SOUTH-EASTERN VICTORIA,Kingston (C),343
Frankston Special Developmental School,Special,145.1702,-38.1433,Frankston,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
Waratah Special Developmental School,Special,145.04074,-37.75629,Bellfield,3081,NORTH-WESTERN VICTORIA,Banyule (C),66
Port Phillip Specialist School,Special,144.94197,-37.83679,Port Melbourne,3207,SOUTH-EASTERN VICTORIA,Port Phillip (C),590
Cobram and District Specialist School,Special,145.65158,-35.92582,Cobram,3644,NORTH-EASTERN VICTORIA,Moira (S),490
Monash Special Developmental School,Special,145.1658,-37.90698,Wheelers Hill,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Iramoo Primary School,Primary,144.62857,-37.89587,Wyndham Vale,3024,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Banmira Specialist School,Special,145.41529,-36.36744,Shepparton,3630,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Weeden Heights Primary School,Primary,145.17764,-37.85916,Vermont South,3133,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Mill Park Primary School,Primary,145.06588,-37.67461,Mill Park,3082,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Diamond Valley Special Developmental School,Special,145.11165,-37.68675,Greensborough,3088,NORTH-WESTERN VICTORIA,Nillumbik (S),571
Melton Specialist School,Special,144.56822,-37.68057,Melton,3337,SOUTH-WESTERN VICTORIA,Melton (C),465
Springvale Park Special Developmental School,Special,145.15431,-37.94936,Springvale,3171,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Warringa Park School,Special,144.68759,-37.88404,Hoppers Crossing,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Serpell Primary School,Primary,145.15557,-37.7699,Templestowe,3106,NORTH-EASTERN VICTORIA,Manningham (C),421
Mount Martha Primary School,Primary,145.01373,-38.27556,Mount Martha,3934,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Altona Meadows Primary School,Primary,144.77973,-37.86869,Altona Meadows,3028,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
The Patch Primary School,Primary,145.39284,-37.89242,The Patch,3792,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Sale and District Specialist School,Special,147.07075,-38.08164,Sale,3850,SOUTH-EASTERN VICTORIA,Wellington (S),681
Jells Park Primary School,Primary,145.19285,-37.90284,Wheelers Hill,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Albanvale Primary School,Primary,144.77442,-37.74402,Albanvale,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Kismet Park Primary School,Primary,144.72867,-37.56525,Sunbury,3429,NORTH-WESTERN VICTORIA,Hume (C),327
Kunyung Primary School,Primary,145.07623,-38.18768,Mount Eliza,3930,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Apollo Parkways Primary School,Primary,145.10987,-37.68739,Greensborough,3088,NORTH-WESTERN VICTORIA,Nillumbik (S),571
Mandama Primary School,Primary,144.32788,-38.2004,Grovedale,3216,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Bethal Primary School,Primary,144.91782,-37.6592,Meadow Heights,3048,NORTH-WESTERN VICTORIA,Hume (C),327
Cranbourne West Primary School,Primary,145.26772,-38.10271,Cranbourne,3977,SOUTH-EASTERN VICTORIA,Casey (C),161
Patterson Lakes Primary School,Primary,145.14479,-38.06984,Patterson Lakes,3197,SOUTH-EASTERN VICTORIA,Kingston (C),343
Seaford Park Primary School,Primary,145.15444,-38.10504,Seaford,3198,SOUTH-EASTERN VICTORIA,Frankston (C),217
Billanook Primary School,Primary,145.33925,-37.82495,Montrose,3765,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Chirnside Park Primary School,Primary,145.31134,-37.75007,Chirnside Park,3116,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Bass Valley Primary School,Primary,145.48877,-38.43123,Corinella,3984,SOUTH-EASTERN VICTORIA,Bass Coast (S),74
Templeton Primary School,Primary,145.23229,-37.86094,Wantirna,3152,NORTH-EASTERN VICTORIA,Knox (C),367
Sunbury Heights Primary School,Primary,144.70696,-37.58114,Sunbury,3429,NORTH-WESTERN VICTORIA,Hume (C),327
Darley Primary School,Primary,144.43691,-37.65528,Darley,3340,SOUTH-WESTERN VICTORIA,Moorabool (S),515
Delacombe Primary School,Primary,143.81853,-37.58478,Delacombe,3356,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Wallaroo Primary School,Primary,145.17275,-38.29789,Hastings,3915,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Mossgiel Park Primary School,Primary,145.26772,-37.96839,Endeavour Hills,3802,SOUTH-EASTERN VICTORIA,Casey (C),161
Wedge Park Primary School,Primary,144.55421,-37.67562,Melton West,3337,SOUTH-WESTERN VICTORIA,Melton (C),465
Appin Park Primary School,Primary,146.30071,-36.34159,Wangaratta,3677,NORTH-EASTERN VICTORIA,Wangaratta (RC),670
Croydon Special Developmental School,Special,145.28078,-37.81563,Croydon South,3136,NORTH-EASTERN VICTORIA,Maroondah (C),441
Milgate Primary School,Primary,145.17519,-37.7738,Doncaster East,3109,NORTH-EASTERN VICTORIA,Manningham (C),421
Berwick Lodge Primary School,Primary,145.32743,-38.03114,Berwick,3806,SOUTH-EASTERN VICTORIA,Casey (C),161
Furlong Park School For Deaf Children,Special,144.8271,-37.76144,Sunshine North,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Jennings Street School,Special,144.77363,-37.85635,Laverton,3028,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Sunbury And Macedon Ranges Specialist School,Special,144.72933,-37.59602,Sunbury,3429,NORTH-WESTERN VICTORIA,Hume (C),327
Northern School For Autism,Special,145.02993,-37.70059,Reservoir,3073,NORTH-WESTERN VICTORIA,Darebin (C),189
Latrobe Special Developmental School,Special,146.55136,-38.20403,Traralgon,3844,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Belvoir Wodonga Special Developmental School,Special,146.85454,-36.12321,West Wodonga,3690,NORTH-EASTERN VICTORIA,Wodonga (C),717
Botanic Ridge Primary School,Primary,145.28805,-38.15007,Botanic Ridge,3977,SOUTH-EASTERN VICTORIA,Casey (C),161
Burwood East Special Developmental School,Special,145.14212,-37.8572,Burwood East,3151,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Wangaratta District Specialist School,Special,146.30016,-36.34379,Wangaratta,3677,NORTH-EASTERN VICTORIA,Wangaratta (RC),670
Meadow Heights Primary School,Primary,144.92384,-37.65042,Meadow Heights,3048,NORTH-WESTERN VICTORIA,Hume (C),327
Bundarra Primary School,Primary,141.59245,-38.36224,Portland,3305,SOUTH-WESTERN VICTORIA,Glenelg (S),241
Peninsula Specialist College,Special,145.01011,-38.34184,Dromana,3936,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Chalcot Lodge Primary School,Primary,145.2477,-37.96973,Endeavour Hills,3802,SOUTH-EASTERN VICTORIA,Casey (C),161
Rangebank Primary School,Primary,145.27622,-38.08736,Cranbourne,3977,SOUTH-EASTERN VICTORIA,Casey (C),161
Knox Gardens Primary School,Primary,145.22958,-37.88228,Wantirna South,3152,NORTH-EASTERN VICTORIA,Knox (C),367
Southern Cross Primary School,Primary,145.26441,-37.98823,Endeavour Hills,3802,SOUTH-EASTERN VICTORIA,Casey (C),161
Kings Park Primary School,Primary,144.76754,-37.73315,St Albans,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Dandenong Valley Special Developmental School,Special,145.296,-38.0076,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Casey (C),161
Mornington Special Developmental School,Special,145.05718,-38.22611,Mornington,3931,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Bayside Special Developmental School,Special,145.0568,-37.94336,Moorabbin,3189,SOUTH-EASTERN VICTORIA,Kingston (C),343
Rolling Hills Primary School,Primary,145.32684,-37.76651,Mooroolbark,3138,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Craigieburn South Primary School,Primary,144.93585,-37.60875,Craigieburn,3064,NORTH-WESTERN VICTORIA,Hume (C),327
Findon Primary School,Primary,145.05107,-37.6665,Mill Park,3082,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Loch Sport Primary School,Primary,147.56717,-38.05819,Loch Sport,3851,SOUTH-EASTERN VICTORIA,Wellington (S),681
Yarra Ranges Special Developmental School,Special,145.38487,-37.77502,Mount Evelyn,3796,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Lake Colac School,Special,143.56641,-38.3359,Colac,3250,SOUTH-WESTERN VICTORIA,Colac-Otway (S),175
Goonawarra Primary School,Primary,144.75105,-37.58052,Sunbury,3429,NORTH-WESTERN VICTORIA,Hume (C),327
Mildura Specialist School,Special,142.14364,-34.19988,Mildura,3500,NORTH-WESTERN VICTORIA,Mildura (RC),478
Southern Autistic School,Special,145.06208,-37.92672,East Bentleigh,3165,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Bellbridge Primary School,Primary,144.71078,-37.87108,Hoppers Crossing,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Croydon Hills Primary School,Primary,145.27204,-37.77668,Croydon Hills,3136,NORTH-EASTERN VICTORIA,Maroondah (C),441
Kurunjang Primary School,Primary,144.58632,-37.67057,Melton,3337,SOUTH-WESTERN VICTORIA,Melton (C),465
Langwarrin Park Primary School,Primary,145.2025,-38.15092,Langwarrin,3910,SOUTH-EASTERN VICTORIA,Frankston (C),217
Taylors Lakes Primary School,Primary,144.79377,-37.70965,Taylors Lakes,3038,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Glen Katherine Primary School,Primary,145.13984,-37.68998,Eltham North,3095,NORTH-WESTERN VICTORIA,Banyule (C),66
Coburg Special Developmental School,Special,144.97663,-37.74091,Coburg,3058,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Broadmeadows Special Developmental School,Special,144.9141,-37.68165,Broadmeadows,3047,NORTH-WESTERN VICTORIA,Hume (C),327
Sunshine Special Developmental School,Special,144.81989,-37.80343,Sunshine,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Swan Hill Specialist School,Special,143.54509,-35.34924,Swan Hill,3585,NORTH-WESTERN VICTORIA,Swan Hill (RC),661
Richmond Primary School,Primary,144.99907,-37.82957,Richmond,3121,NORTH-WESTERN VICTORIA,Yarra (C),735
Yarra Primary School,Primary,145.00748,-37.81464,Richmond,3121,NORTH-WESTERN VICTORIA,Yarra (C),735
Skene Street School Stawell,Special,142.78383,-37.05767,Stawell,3380,SOUTH-WESTERN VICTORIA,Northern Grampians (S),581
Horsham Special School,Special,142.18678,-36.70784,Horsham,3400,SOUTH-WESTERN VICTORIA,Horsham (RC),319
Hampden P-12 School,Special,143.06466,-38.32356,Cobden,3266,SOUTH-WESTERN VICTORIA,Corangamite (S),183
Merri River School,Special,142.48177,-38.35498,Warrnambool,3280,SOUTH-WESTERN VICTORIA,Warrnambool (C),673
Yarraville Special Developmental School,Special,144.88365,-37.81791,Yarraville,3013,SOUTH-WESTERN VICTORIA,Maribyrnong (C),433
Clifton Springs Primary School,Primary,144.55314,-38.16566,Clifton Springs,3222,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Park Ridge Primary School,Primary,145.26246,-37.91841,Rowville,3178,NORTH-EASTERN VICTORIA,Knox (C),367
Portland Bay School,Special,141.59756,-38.34633,Portland,3305,SOUTH-WESTERN VICTORIA,Glenelg (S),241
Hamilton Parklands School,Special,142.02246,-37.72686,Hamilton,3300,SOUTH-WESTERN VICTORIA,Southern Grampians (S),626
Merriang Special Developmental School,Special,145.01508,-37.66724,Lalor,3075,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Orchard Grove Primary School,Primary,145.14653,-37.84023,Blackburn South,3130,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Meadowglen Primary School,Primary,145.05309,-37.64275,Epping,3076,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Altona Green Primary School,Primary,144.78492,-37.88677,Altona Meadows,3028,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Boroondara Park Primary School,Primary,145.08789,-37.78944,Balwyn North,3104,NORTH-EASTERN VICTORIA,Boroondara (C),111
Warragul & District Specialist School,Special,145.92506,-38.16489,Warragul,3820,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Western Autistic School,Special,144.77807,-37.85078,Laverton,3028,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Warracknabeal Special Developmental School,Special,142.39075,-36.25761,Warracknabeal,3393,SOUTH-WESTERN VICTORIA,Yarriambiack (S),763
Coral Park Primary School,Primary,145.27435,-38.04385,Hampton Park,3976,SOUTH-EASTERN VICTORIA,Casey (C),161
Maramba Primary School,Primary,145.30412,-38.00344,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Casey (C),161
Thomas Mitchell Primary School,Primary,145.27391,-37.98056,Endeavour Hills,3802,SOUTH-EASTERN VICTORIA,Casey (C),161
Karoo Primary School,Primary,145.26328,-37.90532,Rowville,3178,NORTH-EASTERN VICTORIA,Knox (C),367
Mackellar Primary School,Primary,144.77753,-37.71723,Delahey,3037,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Bendigo Special Developmental School,Special,144.24015,-36.79587,Kangaroo Flat,3555,NORTH-WESTERN VICTORIA,Greater Bendigo (C),262
Echuca Twin Rivers Specialist School,Special,144.72461,-36.13829,Echuca,3564,NORTH-WESTERN VICTORIA,Campaspe (S),137
Aspendale Gardens Primary School,Primary,145.1168,-38.02251,Aspendale Gardens,3195,SOUTH-EASTERN VICTORIA,Kingston (C),343
Berwick Fields Primary School,Primary,145.33439,-38.04874,Berwick,3806,SOUTH-EASTERN VICTORIA,Casey (C),161
Brentwood Park Primary School,Primary,145.34777,-38.05298,Berwick,3806,SOUTH-EASTERN VICTORIA,Casey (C),161
Eastern Ranges School,Special,145.28492,-37.88042,Ferntree Gully,3156,NORTH-EASTERN VICTORIA,Knox (C),367
Edgars Creek Primary School,Primary,145.00257,-37.60984,Wollert,3750,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Eynesbury Primary School,Primary,144.54755,-37.78994,Eynesbury,3338,SOUTH-WESTERN VICTORIA,Melton (C),465
Cambridge Primary School,Primary,144.67569,-37.86739,Hoppers Crossing,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Rowellyn Park Primary School,Primary,145.19245,-38.10442,Carrum Downs,3201,SOUTH-EASTERN VICTORIA,Frankston (C),217
Baden Powell P-9 College,Pri/Sec,144.69102,-37.85984,Hoppers Crossing,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Woodlands Primary School,Primary,145.20502,-38.13568,Langwarrin,3910,SOUTH-EASTERN VICTORIA,Frankston (C),217
Mill Park Heights Primary School,Primary,145.05175,-37.65733,Mill Park,3082,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Monmia Primary School,Primary,144.79205,-37.71727,Keilor Downs,3038,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Seabrook Primary School,Primary,144.7579,-37.87884,Seabrook,3028,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Willmott Park Primary School,Primary,144.92259,-37.59178,Craigieburn,3064,NORTH-WESTERN VICTORIA,Hume (C),327
Thomas Chirnside Primary School,Primary,144.63788,-37.9032,Werribee,3030,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Heany Park Primary School,Primary,145.24288,-37.93392,Rowville,3178,NORTH-EASTERN VICTORIA,Knox (C),367
Ranfurly Primary School,Primary,142.1339,-34.19367,Mildura,3500,NORTH-WESTERN VICTORIA,Mildura (RC),478
Kilberry Valley Primary School,Primary,145.27957,-38.03416,Hampton Park,3976,SOUTH-EASTERN VICTORIA,Casey (C),161
Killara Primary School,Primary,144.70458,-37.56379,Sunbury,3429,NORTH-WESTERN VICTORIA,Hume (C),327
Surfside Primary School,Primary,144.54166,-38.26145,Ocean Grove,3226,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Orchard Park Primary School,Primary,145.39659,-38.05488,Officer,3809,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Riverwalk Primary School,Primary,144.63933,-37.92103,Werribee,3030,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Niddrie Autistic School,Special,144.88706,-37.74393,Niddrie,3042,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Oatlands Primary School,Primary,145.31619,-38.00644,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Casey (C),161
Westgrove Primary School,Primary,144.65953,-37.8785,Werribee,3030,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Peranbin Primary College,Primary,145.71697,-36.63424,Violet Town,3669,NORTH-EASTERN VICTORIA,Strathbogie (S),643
Barwon Valley School,Special,144.32804,-38.17878,Belmont,3216,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Pentland Primary School,Primary,144.42318,-37.65586,Bacchus Marsh,3340,SOUTH-WESTERN VICTORIA,Moorabool (S),515
Pakenham Hills Primary School,Primary,145.49442,-38.06063,Pakenham,3810,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Courtenay Gardens Primary School,Primary,145.28345,-38.08012,Cranbourne North,3977,SOUTH-EASTERN VICTORIA,Casey (C),161
Somerville Rise Primary School,Primary,145.16775,-38.23003,Somerville,3912,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Derrinallum P-12 College,Pri/Sec,143.21674,-37.93959,Derrinallum,3325,SOUTH-WESTERN VICTORIA,Corangamite (S),183
